product,upc,vendor,brand,category,subcategory,item_size,item_unit,pack_qty
Crush Soda Lime 591Ml 591 Ml,00005600001546,PEPSICO,CRUSH,CARBONATED SOFT DRINKS,Flavoured,591,ml,1
Crush Soda Lime 2L 2000 Ml,00005600001561,PEPSICO,CRUSH,CARBONATED SOFT DRINKS,Flavoured,2000,ml,1
Crush Soda Orange Diet 2L 2000 Ml,00005600001184,PEPSICO,CRUSH,CARBONATED SOFT DRINKS,Flavoured,2000,ml,1
Drpepper Diet 591Ml 591 Ml,00005490001036,PEPSICO,DR PEPPER,CARBONATED SOFT DRINKS,Flavoured,591,ml,1
Mountain Dew Diet Pet 2000 Ml,00006900003010,PEPSICO,MOUNTAIN DEW,CARBONATED SOFT DRINKS,Flavoured,2000,ml,1
Marble Pop Green Apple 200 Ml,00007441078813,MARBLE POP,MARBLE POP,CARBONATED SOFT DRINKS,Ethnic,200,ml,1
Muskoka Stone Ginger Beer 355 Ml,00062168063248,MUSKOKA BREWERY,MUSKOKA,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Barqs Softdrnk Cherry Bite 500 Ml,00006700001960,COCA COLA,BARQS,CARBONATED SOFT DRINKS,Cola,500,ml,1
Fanta Soft Drink Orange 355 Ml,00006700002156,COCA COLA,FANTA,CARBONATED SOFT DRINKS,Cola,355,ml,1
Kiri Soft Drink Strawberry 500 Ml,00077240316103,KIRI,KIRI,CARBONATED SOFT DRINKS,Flavoured,500,ml,1
Cocacola Diet 1000 Ml,00000000059483,COCA COLA,DIET COKE,CARBONATED SOFT DRINKS,Cola,1000,ml,1
Grace Soda Fruit Punch 355 Ml,00005527085230,GRACE FOODS,GRACE,CARBONATED SOFT DRINKS,Ethnic,355,ml,1
Mountdew 355 Ml,00006900003011,PEPSICO,MOUNTAIN DEW,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Drpepper Cans 355 Ml,00005490001029,PEPSICO,DR PEPPER,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Crush Soda Lime 24X355Ml 355 Ml,00005600001667,PEPSICO,CRUSH,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Stewarts Soda Orange Cream 355 Ml,00009879401051,KEURIG DR PEPPER,STEWARTS,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Fentiman Wild English Eldrflwr 275 Ml,00502939601030,FENTIMANS,FENTIMANS,CARBONATED SOFT DRINKS,Tonic And Ales,275,ml,1
Fanta Orange Pet Bottle 2000 Ml,00006700001449,COCA COLA,FANTA,CARBONATED SOFT DRINKS,Flavoured,2000,ml,1
Raspberry Cordial 355Ml 355 Ml,00005604136521,GLEN ECHO FINE FOODS,GLEN ECHO,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Muskoka Old Tyme Orange 355 Ml,00062168063239,MUSKOKA BREWERY,MUSKOKA,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Annex Craft Cola 355 Ml,00062850433350,ANNEX ALE PROJECT,ANNEX ALE,CARBONATED SOFT DRINKS,Tonic And Ales,355,ml,1
Stewarts Soda Key Lime 355 Ml,00009879401052,KEURIG DR PEPPER,STEWARTS,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Crush Cream Soda Sugar Free 2L 2000 Ml,00005600001305,PEPSICO,CRUSH,CARBONATED SOFT DRINKS,Specialty,2000,ml,1
Cott Cola Csd 8X2L 2000 Ml,00006150011983,REFRESCO NORTH AMERICA,COTT,CARBONATED SOFT DRINKS,Cola,2000,ml,1
Stewarts Soda Root Beer 355 Ml,00009879401050,KEURIG DR PEPPER,STEWARTS,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Cokacola Pop Cherry 330 Ml,00500011264064,OTHER MANUFACTURER,OTHER BRAND,CARBONATED SOFT DRINKS,Ethnic,330,ml,1
Cocacola Quebec Maple 355 Ml,00006700001913,COCA COLA,COCA COLA,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Sumol Orange Drink 1500 Ml,00068297801042,SUMOL,SUMOL,CARBONATED SOFT DRINKS,Ethnic,1500,ml,1
Sprkmuth Sprklng Wtr Strwbry 355 Ml,00081827801347,SPARKMOUTH,SPARKMOUTH,CARBONATED SOFT DRINKS,Tonic And Ales,355,ml,1
Jarritos Soft Drink Lime 1500 Ml,00009047801237,JARRITOS,JARRITOS,CARBONATED SOFT DRINKS,Tonic And Ales,1500,ml,1
Cocacola Bc Raspberry 355 Ml,00006700001534,COCA COLA,COCA COLA,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Popshopp Sft Drink Rocket Blst 355 Ml,00018000901041,REFRESCO NORTH AMERICA,POP SHOPPE,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Fevertre Soda Water 1200 Ml,00081213604021,TFB ASSOCIATES,FEVER TREE,CARBONATED SOFT DRINKS,Tonic And Ales,1200,ml,1
Orangina Soft Drink Rouge 330 Ml,00084981901174,KEURIG DR PEPPER,ORANGINA,CARBONATED SOFT DRINKS,Flavoured,330,ml,1
Big8 Tonic Water 355 Ml,00006448001807,PRIVATE LABEL,BIG 8,CARBONATED SOFT DRINKS,Cola,355,ml,1
7Up 355 Ml,00006540002021,PEPSICO,7 UP,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Soca Pineapple 400 Ml,00501439631271,SOCA,SOCA,CARBONATED SOFT DRINKS,Ethnic,400,ml,1
Cruzmalt Tea Mate 1000 G,00779007094329,OTHER MANUFACTURER,OTHER BRAND,CARBONATED SOFT DRINKS,Ethnic,1000,ml,1
Sumol Pineapple Drink 1500 Ml,00068297801013,SUMOL,SUMOL,CARBONATED SOFT DRINKS,Ethnic,1500,ml,1
Popshopp Root Beer 355 Ml,00018000901004,REFRESCO NORTH AMERICA,POP SHOPPE,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
1642 Tonic Elderflower 750 Ml,00062805581937,1642 SODAS,1642,CARBONATED SOFT DRINKS,Cola,750,ml,1
Dads Root Beer 355 Ml,00083362701350,DADS SODA,DADS,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Muskoka Maple Cream Ale 355 Ml,00062168063242,MUSKOKA BREWERY,MUSKOKA,CARBONATED SOFT DRINKS,Specialty,355,ml,1
Grace Island Soda Papple Cocon 355 Ml,00005527072010,GRACE FOODS,GRACE,CARBONATED SOFT DRINKS,Ethnic,355,ml,1
Stewart Soda Black Cherry 355 Ml,00009879401049,KEURIG DR PEPPER,STEWARTS,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Canaddry Diet Crnbry Gingerale 355 Ml,00006210002068,COCA COLA,CANADA DRY,CARBONATED SOFT DRINKS,Cola,355,ml,1
Barqs Root Beer 355 Ml,00006700001915,COCA COLA,BARQS,CARBONATED SOFT DRINKS,Flavoured,355,ml,1
Canaddry Tonic Wtr Crft Prm Lg 237 Ml,00006210002097,COCA COLA,CANADA DRY,CARBONATED SOFT DRINKS,Cola,237,ml,1
Fentiman Soda Tonic Water 275 Ml,00502939601025,FENTIMANS,FENTIMANS,CARBONATED SOFT DRINKS,Tonic And Ales,275,ml,1
Stewarts Soda Cream 355 Ml,00009879401048,KEURIG DR PEPPER,STEWARTS,CARBONATED SOFT DRINKS,Specialty,355,ml,1
Jarritos Soft Drink Mandarin 1500 Ml,00009047801236,JARRITOS,JARRITOS,CARBONATED SOFT DRINKS,Tonic And Ales,1500,ml,1
Schwepps Ginger Ale 355Ml 355 Ml,00001660001087,PEPSICO,SCHWEPPES,CARBONATED SOFT DRINKS,Tonic And Ales,355,ml,1
Jarritos Soft Drink Mango 1500 Ml,00009047801628,JARRITOS,JARRITOS,CARBONATED SOFT DRINKS,Tonic And Ales,1500,ml,1
